Subject,WA_AVG,BVT_AVG,BVC_AVG,BVC_SD,BVT_SD,WA_SD,BVC_NORM,BVC_SD_NORM,BVT_NORM,WA_NORM,RTQ_AVG,RTQ_SD,RTQ_NORM,RTQ_SD_NORM,BR_AVG,WL_AVG,WL_SD,BR_SD,BR_NORM,BR_SD_NORM,WA_SD_NORM,WL_NORM,WL_SD_NORM,Treatment,M_Stress,
T122,14138.769102564249,60.82722435,215.1830553056159,135.65043240818073,18.51051545710302,12885.907481966944,0.7563170352849445,3.2448032803115625,0.9347506142730683,0.6347406315868299,0.7645647679331378,0.18828115091238715,1.0887910877633267,1.5533857222743592,18.819279863988307,87.23076923076923,34.28709665494558,5.118185112144984,1.3250191143154257,2.142340078555467,2.8960134273364524,0.8098347276066109,1.762962259352804,ST,1,33
T124,6247.8810333335305,46.82648917312531,161.94222758394886,93.87683672898767,7.470576437,7715.1348623173235,0.6037561947063589,0.7706068668772833,0.9389499246932291,0.4530787759190352,0.9470875401175862,0.24265827536273257,1.1826924916227162,1.6448772529359192,21.33599889824372,84.4,45.23781954803212,8.116195055151266,1.6186265571198768,1.312885722321972,1.033465201723262,0.6244143033292233,0.6666976941415124,ST,1,34
T126,22507.519006802835,143.84326172442698,388.6433798257225,187.62900509051545,28.27045944437573,11663.05481835915,1.038458307004034,4.997494342954021,1.1112382367497615,0.7545582838374688,0.9298364525758945,0.14801626397032022,1.1205806697942013,1.089651198514384,23.70175525188204,67.20408163265306,21.58852914262802,5.175718699302947,1.1315507489972012,2.057948679776304,5.912060015659455,0.9290886861657105,1.8710662538632326,ST,1,35
T128,11947.196777777717,55.06041336475666,215.55477548427848,113.24411142121085,6.937866848867971,5409.593158091279,1.1361705608771568,4.744711932558618,0.8624279547783497,0.8166297998528174,0.7660951187365087,0.2036907563808365,0.9132019820892826,1.1562370230301264,17.414159723168613,96.90909091,46.12163156219849,5.4774053847523065,0.8602320501072998,2.7815156413035464,3.5652771376815973,1.298856021,6.746217022562739,ST,1,36
T130,11556.458681159571,55.011701615971916,249.45993434509646,158.69670843486813,28.233550952996616,15995.569864481611,1.1906997973171254,0.3048236726673845,1.2481337338420992,1.7095772717477462,0.8469862722526815,0.5406758833985531,1.1641001767815842,1.603812172395766,14.679150804603099,113.6086956521739,46.16655066170745,6.475878412103538,1.1138822463828368,1.8759158625352634,0.6542362843591291,0.9488476808366417,1.5980269380369128,ST,1,37
T132,9426.944850877222,77.69476201120351,297.76516997004217,141.5559507795015,14.84390603,8456.993061025016,0.7488636091296224,0.9852526788351685,1.5502591401151131,0.419436076,0.8920195982001754,0.30430588013758325,1.0574369148283194,1.2316265995334368,18.161283501901853,94.92105263157895,44.56374647625579,7.367692048975989,2.2886150897628044,1.2094994353268238,0.5576038887676285,0.4822407415660234,0.7304320770989372,ST,1,38
T138,46301.37292753618,203.02895423941212,603.0151169522354,280.4426087316314,42.00076016769338,24959.64841271643,0.5825574427145536,1.0043457645961629,0.8910327966603191,0.5653947018791512,0.9005612722576114,0.21107728521704397,1.3579822017531822,1.6631094203936452,21.352202470177513,74.30434782608695,25.961702229223896,4.7992566133566745,1.5691752120465685,1.7554053374492802,1.3406816952202478,0.6554888907153228,0.9009742446672931,ST,1,39
T139,2104.6208585857444,36.237818142682066,146.66506920538805,53.927694093800476,3.8614212997525015,1250.2112470831285,0.7107595570670661,1.0053767695682658,0.9743647888716863,0.5178828408321252,0.9776210809399408,0.28068586061445666,1.1649267653219533,1.3093247736321687,16.28312730340826,100.72727272727273,34.08172650604211,5.114289163500491,1.4127419785240427,1.5269604731921704,0.8399249550805273,0.7387018429449022,1.109892796677486,ST,1,40
T141,16458.041797101396,78.82598294,219.52656413132453,33.26813590662471,10.957083939437261,2860.4915871434055,0.6588426365951877,0.315057869,0.9541522870696498,0.6540304808122556,0.9272352239357271,0.12148632443106587,1.2740233321186298,0.8309377455645677,21.764675900696236,69.32608695652173,8.906926143924924,2.2504292105801573,1.399412455328587,0.6309296230368794,0.46587604826341916,0.6895830930688501,0.2997119822823389,ST,1,41
T144,5298.485744444467,41.91914538429331,163.92141730113963,54.42050753773004,3.4946562038060396,851.6747856,1.0951680686722112,2.6653585777131967,1.071330560841574,1.2073654423594713,0.8697418521677943,0.16791396669949193,1.1868223920258079,1.3139661578295594,16.05914211018042,98.1,30.777172953343197,3.5361952236961205,1.019854752638077,2.5500651320212535,1.0406090399167818,1.0243857493857493,3.7298501736586434,ST,1,42
T145,16269.892344444494,80.76562718,424.1410582132097,259.17459405207035,40.91220004667539,12561.381215642787,2.136818542618189,1.364920291472622,1.7093588288872328,2.6625297910334544,0.9791035185843711,0.363196102,0.9294766655201342,0.5438983470853721,13.609480812641442,124.5,45.93979586099616,5.164523994933372,0.7635277092552123,1.0255624441120221,1.3999851585746137,1.378228782287823,0.7200931095448418,ST,1,43
T151,6576.410731883962,62.22251101549167,171.92910240772335,52.65610173712391,9.796870224,1786.129489740893,0.8264065704357587,0.9267287319302684,0.8534667853149884,0.508042083,0.919769556,0.19365595815444017,1.1682087308599485,0.8553384984785453,22.487076453596615,69.32608695652173,17.572024404338467,4.213125460271796,1.0439452185834586,1.840634741339417,0.8925810643955894,0.9903726708074534,2.2375492734346367,ST,1,44
T152,11748.754410256417,54.14921180623673,190.52089153056053,25.145767788607166,5.1809254637508175,1323.4690825419684,0.9283299087028997,1.5531777398459752,1.0816172335036076,1.0060075755240063,0.7644639611304749,0.16392247006063485,1.1047093993747528,2.3632409806917405,17.21464537611346,87.84615384615384,9.441702525467376,1.8517833735906966,1.170921836,1.5554019016491651,0.799629344,0.8562985179957656,1.0927188002823098,ST,1,45
T154,3958.2800444444797,42.99116805303728,92.05389823210085,14.238802477071898,4.562594351157721,613.3336997526088,0.7863204387760317,0.8570250171599457,0.9897591640154734,0.6624981163007183,0.9767404820258566,0.15826010156138362,1.1246037243486462,1.8880658016309588,28.36929202696606,53.28333333333333,5.996291778,2.8412643772873842,1.2670040540141945,1.3460348247220137,0.8524872020075679,0.7913366336633664,0.7589177915313267,ST,1,46
T156,18634.293135135184,78.929241,248.2283374858017,61.17589792,16.786443737400212,4482.984075400103,1.0978464362458225,1.0093335448044278,1.3521124468414532,1.3475727383469303,0.8081863695640349,0.1575210280453404,1.1871413535677966,0.9732256987509668,19.708392857734733,78.43243243243244,21.133867799785957,3.891074633235356,1.2341421602194436,1.2458690646278607,0.9205583166140275,0.8134738022378472,0.8037892290159784,ST,1,47
T157,18028.180524822663,86.34130968147996,244.19381554937792,31.812866411113383,11.930891366067149,2796.485756892386,0.6668526866095547,0.5617067458722638,0.8959763674230752,0.593825011,0.8825514167643518,0.13148559420198797,1.1851297269800505,1.1741207709046348,21.22559024,71.10638298,6.889259095055179,1.906829478863272,1.3111685058755087,0.6502395850359218,0.676859378,0.7498812100733857,0.36959147535955456,ST,1,48
T162,5264.143063063104,48.30845644396526,164.4284333994662,103.10476890281181,4.765811932455577,1950.8915360335056,1.1099295417433368,4.788494243,1.1038255866516649,1.036986016896229,0.8317098234410474,0.17847416876591352,1.0625337765538232,1.3475629352690655,20.361678849724406,84.32432432432432,55.03899759037036,6.809725059597814,1.1244274931897325,2.8226251058612415,2.4770493476253295,1.0044903838007286,4.498950993332512,ST,1,49
T166,7317.782536585293,48.950156555820456,154.2803501117224,146.40982297061188,20.045729714856893,15583.854351247428,0.4672481618189945,0.354213021,0.7197128954990029,0.323272585,0.8935086748153256,0.1993180438591222,1.1447331897268014,0.6735440590774799,19.63282993521036,80,24.22117306,4.0623384570136025,1.2606205043383998,0.7777149927410547,0.42240366190441064,0.7661612130885873,0.30095760099903235,ST,1,50
T172,2879.114348484775,38.74024540006409,100.19327148318288,19.898037876337714,4.5876366230935846,686.7758233792041,0.5104894131524174,0.1790037651660361,0.8355950532005803,0.2784522892074562,0.9429185429659782,0.16531898250848076,1.202983636189389,0.5921392574230224,23.80296672725856,64.25,12.053911663415075,3.471770004710559,1.428207662306283,0.6177352439561656,0.14516944688276648,0.6070130813953489,0.21380430279418744,ST,1,51
T173,7019.351450980184,66.95769893109409,149.33916613249377,77.44727239743885,10.097024372738716,2523.376174224657,0.685088877,0.8801241201210173,0.9595321272530043,0.4587556850526338,1.0279871090489334,0.18189519127335327,1.1293278921726064,1.5626626837019741,28.373251783099356,56.254901960784316,22.292722313305017,6.152683018253392,1.4160052025912298,1.321182334898379,0.4684819013181359,0.7166229549144499,0.9897715935042292,ST,1,52
T174,4187.191517543832,37.30764697028478,128.34768596900116,30.355977703612712,3.2345930934135403,714.0530818,0.6312147549891122,0.6574450706039259,0.9184028233238258,0.511652991,0.6807974573598402,0.1310425113500285,1.221611785605074,1.3255202486731008,17.845584449835627,86.02631578947368,16.406077380044263,2.767566231167821,1.4686293763106975,1.249319530020445,0.40320804760186996,0.6827485380116959,0.6298569420235045,ST,1,53
T175,6675.253683760571,45.00229583064848,163.27230453429542,73.18392376662827,7.634484122002461,5385.059506,1.131043374820155,2.192445798958999,1.0439918535627521,1.1793875922333474,0.692514021,0.13733115562669485,0.997976698,1.0962341996926646,17.384887514671185,90.30769231,25.629423342489208,3.4410636711461753,0.9617132155941376,1.4685517313919603,6.497464093678768,1.0792028239446976,1.691245727107724,ST,1,54
T176,5170.8100882354465,51.05597675936203,190.9601747306449,96.44789442562957,7.651292953290902,2853.525605377023,1.3290082969427512,2.655701045677639,1.2329917949114284,1.0460535074282933,1.016995541870493,0.28174348090219264,1.4008417932616595,2.1108007689529518,18.47931747037589,93.88235294117646,42.47819883826538,6.644523304695723,1.0491688504267054,1.7006594599901383,2.217913515225304,1.0862421001458433,2.360395764844943,ST,1,55
T178,4362.113855555561,48.63161041131072,209.44943278115952,208.0222218178687,63.25141216329078,14847.433069494084,0.5740223459488109,0.30873991371667475,0.7285484390762589,0.14476901682584004,1.1047199979125528,0.5256418899417473,1.3741312312380654,1.5773337351338739,16.665517291400693,107.03333333333333,50.33092636180562,7.6623629549537995,1.309038841552836,1.7114298022824583,0.16472112958359836,0.8315575286718461,1.2257260570922837,ST,1,56
